KO id,Tau,lambda,num_ORFs,Trusted Cutoff,E_value_trusted,E_values_MAG,Rk
K02108,-5.5095,0.70082,4825,169.57,2.4883142507572e-50,3.9e-71,1.5673261521583218e-21
K26880,-6.5002,0.69626,4825,,,,
K00533,-5.7715,0.69896,4825,552.4,1.7702836903642438e-166,2.8,1.5816673989827514e+166
K20008,-5.8198,0.69899,4825,,,0.00077,
K08547,-5.9371,0.69872,4825,,,,
K24633,-6.0749,0.69834,4825,,,6.9e-10,
K22481,-5.6361,0.70086,4825,344.2,1.5867716544541735e-103,,
K25499,-6.2377,0.69793,4825,412.27,6.773639156186925e-124,2e-53,2.952622591614191e+70
K02072,-5.5592,0.70142,4825,,,6.1e-06,
K11456,-6.091,0.69565,4825,,,,
K10858,-6.7354,0.695,4825,,,8.399999999999999e-70,
K11840,-7.9759,0.69412,4825,,,,
K20987,-5.624,0.70279,4825,,,5.8e-10,
K22640,-6.1429,0.69776,4825,,,0.05,
K25658,-4.7884,0.70381,4825,449.9,5.0475140611350874e-136,0.0036,7.13222381631252e+132
K01554,-5.1422,0.70153,4825,,,3.2e-16,
K12591,-6.3052,0.6958,4825,,,0.28,
K10874,-5.6036,0.69799,4825,,,,
K16806,-5.8792,0.69603,4825,,,,
K12951,-6.7216,0.69586,4825,553.07,3.2352579912876014e-166,0.00047,1.452743494539502e+162
K15969,-4.3357,0.71475,4825,50.0,6.562133250314537e-14,,
K00608,-6.2275,0.69778,4825,745.87,5.839343565960041e-225,9e-27,1.5412691338226334e+198
K04180,-5.9811,0.69943,4825,,,,
K07198,-5.8485,0.69685,4825,,,,
K15782,-5.237,0.70607,4825,165.73,1.8104327054323906e-49,5.6e-38,309318318388.561
K07477,-5.2708,0.7039,4825,142.17,4.081892788230469e-42,,
K25193,-5.9547,0.69821,4825,,,1.7e-11,
K20019,-3.7314,0.71426,4825,,,,
K21001,-6.0798,0.69709,4825,564.9,6.664020897646219e-170,2.1e-13,3.151250622190779e+156
K05744,-6.7539,0.69626,4825,,,,
K12513,-4.8325,0.70573,4825,64.2,3.352785398712467e-18,,
K08723,-5.0438,0.70126,4825,241.17,4.991833720633492e-72,1.4e-53,2.8045805977333955e+18
K11563,-6.7233,0.69497,4825,,,,
K10864,-6.7799,0.69527,4825,,,5.2000000000000005e-71,
K21629,-5.7186,0.6999,4825,,,,
K14007,-7.0884,0.69515,4825,,,,
K23785,-6.2701,0.69559,4825,,,,
K03005,-5.9245,0.69766,4825,,,,
K22773,-6.6015,0.69591,4825,,,,
K07316,-5.8286,0.69723,4825,,,,
K12830,-7.5101,0.69485,4825,,,,
K15848,-5.9775,0.69698,4825,688.67,2.615004225905305e-207,,
K08033,-4.6956,0.69936,4825,,,,
K09515,-4.7369,0.70202,4825,,,6.100000000000001e-28,
K08247,-6.7898,0.6954,4825,,,0.098,
K09932,-5.2695,0.70196,4825,54.27,3.4075548751463174e-15,0.017,4988914521668.572
K21025,-6.5298,0.69665,4825,445.6,7.781454737575988e-134,2.1e-12,2.6987241728198677e+121
K18339,-5.5674,0.70065,4825,,,1.7e-34,
K19321,-5.3605,0.70209,4825,614.97,3.4368404162263067e-186,,
K17939,-4.9966,0.70419,4825,50.0,7.313350852522974e-14,1.6e-11,218.77796269654272
K21964,-4.6334,0.70561,4825,48.63,2.2978744620095737e-13,,
K10866,-7.3364,0.69485,4825,,,0.046,
K08099,-5.9173,0.69842,4825,,,0.041,
K09081,-4.5726,0.70115,4825,,,,
K11517,-5.4159,0.69725,4825,,,1.3e-118,
K01552,-6.3052,0.69677,4825,,,9.2e-56,
K12054,-3.5023,0.71834,4825,50.0,9.824852389664399e-14,,
K10331,-5.6014,0.69908,4825,,,1.2e-09,
K13349,-5.3252,0.70085,4825,,,,
K13363,-5.2833,0.7038,4825,,,,
K25226,-5.0345,0.70039,4825,,,,
K20069,-5.2448,0.70026,4825,,,,
K21051,-4.5031,0.70645,4825,,,,
K03994,-7.5423,0.6946,4825,,,,
K19627,-5.8234,0.69758,4825,,,,
K15046,-6.7278,0.69636,4825,,,1.1e-07,
K05537,-6.0175,0.6986,4825,,,,
K24363,-7.0895,0.69551,4825,,,,
K23175,-3.6314,0.71845,4825,,,,
K00716,-5.8064,0.6984,4825,,,,
K18781,-5.3467,0.70238,4825,544.13,1.1783047097445114e-164,4.8e-31,4.073649167574634e+133
K05154,-5.4167,0.7012,4825,,,,
K19624,-5.5466,0.70039,4825,643.0,2.5793073157492793e-194,1.8,6.978617821184703e+193
K06157,-5.7903,0.69869,4825,680.5,2.7383084357840994e-205,3.2999999999999996e-173,1.2051235561618035e+32
K12528,-7.2005,0.69584,4825,853.1,5.025047935199463e-257,2.8999999999999997e-29,5.771089226206332e+227
K13510,-6.1515,0.69686,4825,,,2e-14,
K23206,-5.3017,0.6995,4825,,,,
K18054,-5.7343,0.70019,4825,,,7.999999999999997e-32,
K11246,-5.0954,0.70037,4825,,,,
K15404,-6.2588,0.69599,4825,,,,
K10412,-4.7218,0.70573,4825,,,,
K07084,-6.5095,0.69595,4825,342.8,1.2754498936886752e-102,,
K11474,-5.3367,0.70271,4825,270.97,2.2875408805597027e-81,0.0048,2.098323156010905e+78
K05192,-6.2892,0.6976,4825,,,,
K21338,-5.5344,0.70131,4825,,,,
K22665,-6.7885,0.69553,4825,,,,
K10511,-5.896,0.69648,4825,,,,
K13529,-6.1556,0.69727,4825,348.17,2.4346538080799694e-104,5.4e-39,2.21797447426769e+65
K16523,-7.7405,0.69422,4825,,,,
K06998,-5.5031,0.69959,4825,133.3,3.2450277818126215e-39,1.5e-32,4622456.573120996
K07980,-6.3159,0.69724,4825,,,,
K14004,-5.91,0.69765,4825,,,1.2e-07,
K25213,-5.4138,0.70279,4825,303.5,2.497474382501324e-91,1.4e-36,5.6056631043311925e+54
K21517,-6.5364,0.69699,4825,,,0.0034,
K19829,-6.4113,0.69713,4825,,,4.0,
K08563,-5.4028,0.69942,4825,,,,
K15727,-6.0078,0.69765,4825,276.4,1.3122483572406395e-82,7e-47,5.3343560777773886e+35
K16455,-5.6851,0.69739,4825,,,,
K19758,-5.928,0.69719,4825,,,4.1e-05,
K26784,-6.9337,0.69551,4825,,,,
K02631,-4.9956,0.70264,4825,410.67,6.95068600898744e-124,0.38,5.467086263264502e+122
K05649,-7.4737,0.69465,4825,,,4.5e-36,
K00366,-6.5373,0.69667,4825,608.73,3.374908256458458e-183,9e-140,2.666739157361382e+43
K05313,-6.5207,0.69529,4825,,,0.0015,
K22577,-5.0718,0.7018,4825,50.0,7.911900953214002e-14,0.047,594041814703.2981
K14429,-6.7754,0.69518,4825,644.4,1.2169824456543378e-193,0.006,4.930227236576092e+190
K15411,-5.2562,0.69885,4825,,,,
K04748,-5.3462,0.69926,4825,,,3.6e-18,
K05730,-6.6988,0.69564,4825,,,,
K18217,-6.3495,0.69736,4825,,,6.1e-152,
K00609,-5.8465,0.69926,4825,,,2.8e-125,
K13725,-6.9242,0.69539,4825,,,1.1e-07,
K25752,-6.0707,0.6983,4825,,,,
K10634,-6.0919,0.69656,4825,,,,
K16734,-6.1886,0.6986,4825,,,,
K07656,-6.1664,0.69795,4825,620.7,4.681293795059962e-187,1.1e-41,2.3497777498195033e+145
K00474,-5.8642,0.69748,4825,396.23,7.663964924986941e-119,,
K14334,-5.5095,0.69974,4825,,,,
K15714,-5.676,0.69887,4825,,,,
K06419,-4.2715,0.71554,4825,106.0,2.6065689724538612e-31,,
K07401,-4.3439,0.70634,4825,,,,
K21589,-5.9871,0.69872,4825,563.6,6.952722508831656e-170,,
K14102,-4.1127,0.71848,4825,53.87,3.89982668608898e-15,,
K03202,-3.4792,0.71617,4825,,,,
K07745,-4.6913,0.70671,4825,77.07,3.8841716230430423e-22,,
K06075,-4.6075,0.70199,4825,111.3,2.2219452802910744e-32,1.1e-15,4.950616965040202e+16
K21459,-5.1986,0.70359,4825,,,0.00035,
K01439,-5.3164,0.69841,4825,271.5,5.257294928356725e-81,3.8999999999999997e-56,7.418263675800711e+24
K14668,-5.9342,0.699,4825,,,1.0000000000000001e-72,
K15650,-5.3492,0.70043,4825,223.93,8.677532277065483e-67,3.6e-25,4.14864489702299e+41
K18255,-5.4935,0.70225,4825,482.33,8.044082403104526e-146,1.3e-19,1.6160948320199695e+126
K03804,-5.467,0.70328,4825,174.33,5.861213648885117e-52,,
K10219,-5.5644,0.7009,4825,277.17,4.168631365721025e-83,1.2e-18,2.8786426400465436e+64
K11201,-4.8678,0.70974,4825,,,,
K15334,-6.6253,0.69574,4825,,,7.9e-20,
K06171,-6.3341,0.69626,4825,,,4.8e-06,
K14326,-6.7166,0.69531,4825,,,3e-101,
K20350,-5.246,0.70085,4825,,,,
K23368,-8.0801,0.69407,4825,,,0.005,
K08451,-7.0271,0.6955,4825,,,,
K25706,-6.0389,0.69801,4825,411.93,9.541451817740243e-124,6.1e-142,6.393157054630181e-19
K04663,-5.2955,0.69861,4825,,,,
K10963,-4.5214,0.70937,4825,50.0,7.705326151213267e-14,,
K26487,-6.0335,0.69848,4825,,,,
K00917,-6.0079,0.69991,4825,330.47,2.5427425209187577e-99,1.6e-11,6.292418468787312e+87
K24903,-5.1532,0.70204,4825,,,,
K19657,-6.6507,0.69629,4825,,,,
K07666,-4.9854,0.7041,4825,302.57,4.3364339343111524e-91,1.2999999999999999e-61,2.997854964914867e+29
K02967,-5.9794,0.69909,4825,156.27,2.647318512168591e-46,2.4e-108,9.065777272240672e-63
K12863,-5.2781,0.69862,4825,,,,
K23216,-7.088,0.69481,4825,,,,
K25697,-5.4563,0.70027,4825,,,,
K12613,-6.0584,0.69754,4825,,,0.001,
K16139,-6.2342,0.69854,4825,491.17,6.09476318921815e-148,4.2,6.891161919842838e+147
K10356,-6.941,0.69511,4825,,,,
K12481,-6.3366,0.69641,4825,,,,
K15499,-6.4061,0.69574,4825,,,,
K16041,-6.1038,0.69868,4825,874.27,3.541194077158305e-264,,
K06077,-4.4535,0.70196,4825,36.8,1.2795711602219832e-09,,
K25002,-6.3194,0.69726,4825,,,,
K16634,-6.5841,0.69755,4825,,,,
K08772,-6.3297,0.69644,4825,,,2.4e-05,
K04891,-6.2231,0.69758,4825,,,1.4e-45,
K02009,-4.3319,0.70505,4825,26.4,1.8767667393078413e-06,,
K14700,-6.755,0.69658,4825,,,6.8e-08,
K17718,-5.9107,0.69813,4825,,,3.6e-20,
K25012,-6.3979,0.69695,4825,,,,
K01845,-6.1312,0.69716,4825,,,1.0999999999999998e-198,
K18440,-7.3129,0.69457,4825,,,,
K06141,-6.0462,0.69934,4825,251.3,3.32994730760968e-75,1.5e-23,4.504575782842455e+51
K11557,-5.1975,0.70344,4825,,,,
K10168,-7.13,0.69566,4825,,,1.7e-21,
K11150,-5.7943,0.69873,4825,,,2.1e-38,
K03614,-5.9477,0.69876,4825,303.23,7.212385988564574e-91,,
K22157,-5.1802,0.70208,4825,,,,
K07596,-7.4781,0.69547,4825,,,,
K04044,-6.3235,0.6964,4825,,,8.6e-47,
K18814,-5.8582,0.69866,4825,144.47,1.1756717748755929e-42,2.5e-37,212644.38369837913
K16897,-6.801,0.69594,4825,,,,
K01613,-6.0194,0.69854,4825,86.63,3.7692704291918415e-25,4.1e-26,0.1087743656768896
K24111,-3.9649,0.71845,4825,,,0.00013,
K22013,-5.1961,0.7005,4825,,,,
K04937,-5.4157,0.70208,4825,,,,
K12469,-6.2027,0.69762,4825,,,,
K13451,-4.4943,0.70847,4825,144.67,6.136738373668471e-43,,
K24745,-5.8198,0.69845,4825,,,1.9e-33,
K03582,-6.945,0.69452,4825,482.33,1.2744903904103039e-144,1.4e-77,1.0984782706359128e+67
K21254,-7.2399,0.69507,4825,,,3.2e-35,
K13782,-6.5091,0.69723,4825,,,5.7e-52,
K09375,-5.2592,0.69837,4825,,,,
K01719,-5.5258,0.69947,4825,,,2.5e-34,
K17707,-7.6926,0.69446,4825,,,,
K12559,-7.9901,0.69434,4825,,,,
K13541,-6.6012,0.69615,4825,499.63,4.290829551436889e-150,0.0026,6.059434356066011e+146
K09204,-4.188,0.69964,4825,,,,
K04353,-5.383,0.70222,4825,,,,
K20063,-6.0545,0.69662,4825,,,,
K00186,-6.0225,0.69942,4825,472.13,2.771053766364028e-142,0.67,2.4178527610423257e+141
K22463,-5.7458,0.69974,4825,86.97,3.2195430727813726e-25,,
K02621,-6.6399,0.69561,4825,,,9e-234,
K05639,-6.2585,0.69675,4825,,,,
K06659,-5.8477,0.69731,4825,,,,
K07641,-5.8402,0.69812,4825,,,1.1e-45,
K10671,-6.3345,0.69885,4825,561.97,1.5822484495436774e-169,,
K13689,-4.9225,0.7006,4825,346.87,4.4131564650991526e-104,,
K02829,-4.0016,0.71708,4825,98.73,4.9025622793633696e-29,,
K03811,-5.1517,0.70082,4825,46.93,6.788807014393819e-13,1.1e-49,1.620314140124692e-37
K19875,-6.4279,0.69591,4825,,,,
K20757,-5.8023,0.69955,4825,869.67,5.077393331653574e-263,3.5000000000000005e-22,6.893300895521014e+240
K00382,-6.3193,0.69698,4825,463.87,2.2895507652579922e-139,3.9e-194,1.70339092680504e-55
K06871,-5.8942,0.69772,4825,169.7,2.9898865378504216e-50,6.2e-18,2.0736572848204095e+32
K25175,-5.5595,0.69731,4825,,,,
K07608,-5.7584,0.69799,4825,,,4.7,
K02506,-4.6979,0.70488,4825,144.27,1.20399665365085e-42,,
K12394,-5.0705,0.69934,4825,,,,
K04594,-7.33,0.69478,4825,,,,
K11356,-6.4358,0.69643,4825,,,9.2e-84,
K22418,-5.7431,0.69873,4825,,,9e-52,
K23400,-7.8201,0.69455,4825,,,,
K10659,-5.6867,0.69718,4825,,,,
K11641,-5.3688,0.70363,4825,289.83,2.991387899847309e-87,4.3e-42,1.4374598493961574e+45
K26261,-7.2788,0.69515,4825,,,,
K23483,-5.4784,0.70148,4825,,,,
K08824,-6.1735,0.69731,4825,,,,
K25946,-4.5435,0.71969,4825,,,,
K08707,-5.1058,0.69957,4825,,,,
K18741,-4.7632,0.70215,4825,,,,
K19236,-5.5367,0.70008,4825,416.17,2.933734257086979e-125,,
K05590,-6.1241,0.69881,4825,,,7.7e-107,
K10703,-5.5019,0.6995,4825,65.1,1.7195603327692976e-18,,
K05672,-7.3308,0.69485,4825,,,1.1999999999999999e-70,
K25043,-6.3101,0.69873,4825,,,3.9999999999999997e-32,
K14737,-5.6646,0.6994,4825,,,,
K26600,-5.4236,0.69812,4825,,,,
K06109,-5.316,0.7005,4825,,,,
K20502,-6.2792,0.69763,4825,,,,
K00882,-5.8564,0.69893,4825,312.17,1.4102794979173598e-93,9.9e-13,7.019885075703004e+80
K19804,-5.2871,0.69878,4825,,,5.5e-08,
K02088,-5.9169,0.69966,4825,,,,
K03070,-6.7044,0.69583,4825,196.4,2.0245890778089794e-58,5.1e-307,2.5190296914568194e-249
K25763,-7.1562,0.69539,4825,,,2.8e-27,
K09356,-5.3958,0.69837,4825,,,,
K14024,-6.6411,0.69607,4825,,,,
K19166,-4.6078,0.70586,4825,44.1,5.650247907908174e-12,,
K08510,-4.8856,0.70665,4825,,,,
K17335,-6.6345,0.69494,4825,,,,
K17716,-5.8567,0.70033,4825,704.1,5.6305949442611436e-213,2.4e-06,4.262427014832856e+206
K20710,-6.5203,0.69609,4825,,,,
K23728,-6.2301,0.69766,4825,,,,
K22651,-5.0489,0.70028,4825,,,,
K25669,-5.3605,0.70046,4825,478.27,3.632784284955635e-144,2e-17,5.505419103145083e+126
K22857,-5.2585,0.69964,4825,,,0.0079,
K19349,-6.3522,0.69781,4825,683.07,5.631578571465945e-206,5.8999999999999995e-62,1.0476636213324078e+144
K25125,-5.1295,0.705,4825,,,,
K18372,-6.2991,0.69868,4825,351.07,1.7618387185426755e-105,5.1e-72,2.8947030998492993e+33
K14978,-6.7227,0.6958,4825,,,2.9e-64,
K15960,-5.6434,0.69918,4825,,,,
K22367,-5.5882,0.7001,4825,,,,
K20986,-4.8571,0.70936,4825,,,0.44,
K15745,-6.27,0.69757,4825,578.57,3.204427331655901e-174,8.400000000000001e-123,2.6213732222971853e+51
K05504,-5.0009,0.69925,4825,,,,
K21676,-6.734,0.69666,4825,750.3,4.351369357660255e-226,3e-34,6.894381408277209e+191
K24661,-6.1725,0.69807,4825,1067.97,0.0,,
K02946,-4.6859,0.70367,4825,,,,
K16553,-5.8125,0.69811,4825,794.33,1.2360521668695172e-239,2.9e-10,2.3461792938276008e+229
K12742,-6.4911,0.69685,4825,,,,
K22187,-6.29,0.69805,4825,,,1.1e-135,
K03263,-5.1604,0.70265,4825,40.33,6.3355236913346e-11,,
K06371,-4.1009,0.71515,4825,,,,
K09743,-4.6121,0.71328,4825,105.6,3.4890071398406435e-31,,
K23734,-5.4889,0.69996,4825,,,,
K22312,-5.7793,0.69788,4825,,,,
K06091,-6.5301,0.69545,4825,,,1.2e-16,
K22960,-4.7026,0.71332,4825,,,,
K25978,-6.2875,0.69721,4825,,,,
K15124,-5.9305,0.69839,4825,,,,
K25534,-3.9625,0.71842,4825,,,,
K23786,-5.6136,0.70145,4825,,,1.4e-62,
K16892,-6.0765,0.69697,4825,,,,
K00541,-5.6151,0.69998,4825,335.37,1.0589999455233294e-100,,
K03559,-4.928,0.70419,4825,,,8.7e-20,
K23927,-7.0698,0.69561,4825,,,,
K19674,-8.154,0.69434,4825,,,4.7,
K20195,-6.2857,0.69708,4825,,,,
K11409,-6.6759,0.69589,4825,,,,
K06811,-7.0171,0.69608,4825,,,,
K14595,-6.4022,0.6973,4825,,,,
K09713,-5.0039,0.70794,4825,91.77,8.510058004587757e-27,,
K11363,-5.1197,0.69978,4825,,,,
K12595,-6.4891,0.69645,4825,,,3.2e-10,
K05991,-6.3795,0.69744,4825,,,7.4e-14,
K26385,-6.3422,0.69786,4825,,,,
K25143,-5.5214,0.69914,4825,245.5,2.918810605272096e-73,2.8e-06,9.592948562481255e+66
K10270,-6.6432,0.6967,4825,,,1.3e-07,
K13288,-5.2959,0.7009,4825,60.5,4.5229583622504243e-17,1.2,2.653130769488077e+16
K19706,-6.3578,0.69773,4825,336.3,7.099565692967335e-101,5.7e-45,8.028660127261429e+55
K12780,-5.8501,0.6966,4825,,,,
K15798,-6.6329,0.6963,4825,,,,
K24550,-7.1255,0.69571,4825,,,,
K13390,-5.542,0.70041,4825,,,,
K02525,-5.7552,0.69962,4825,,,3.8e-76,
K12487,-6.1254,0.69623,4825,,,1.9,
K16115,-6.1189,0.698,4825,50.0,4.6962537465931524e-14,,
K23156,-6.3084,0.69832,4825,706.4,3.4337773845312793e-213,,
K17693,-4.6948,0.70315,4825,,,,
K00687,-6.491,0.69665,4825,891.13,1.2797967626913095e-268,7.5e-31,5.860305494309975e+237
K16684,-6.5083,0.6968,4825,,,,
K06568,-6.1051,0.6966,4825,,,,
K07550,-5.6153,0.6994,4825,471.0,8.198149015132904e-142,0.13,1.585723798872574e+140
K15647,-5.3204,0.70174,4825,590.6,1.1741342537625263e-178,,
K17357,-5.7772,0.69989,4825,,,,
K23794,-6.7453,0.69486,4825,,,,
K11577,-7.7933,0.69426,4825,,,,
K17605,-5.8017,0.69808,4825,,,,
K25103,-6.1001,0.6979,4825,801.67,7.130673773382995e-242,,
K00678,-5.1751,0.70128,4825,,,,
K01574,-5.1886,0.70271,4825,103.2,4.0283855896437984e-30,,
K08129,-6.524,0.69765,4825,,,6e-24,
K09111,-4.8825,0.7057,4825,,,,
K00096,-6.1293,0.69791,4825,168.07,7.655215654842275e-50,1.7e-07,2.220708176816249e+42
K00464,-6.001,0.69748,4825,,,,
K25186,-5.3586,0.69881,4825,,,,
K26548,-6.6458,0.6957,4825,,,0.007,
K04217,-5.8389,0.69851,4825,,,,
K13677,-5.6868,0.70038,4825,353.67,2.3851697293209436e-106,3.5e-23,1.467400813021574e+83
K02032,-6.2718,0.69681,4825,,,3.7e-55,
K04853,-8.1188,0.69435,4825,,,2.3,
K18932,-5.5419,0.69926,4825,,,,
K13442,-6.7202,0.69616,4825,,,,
K12044,-5.2286,0.70195,4825,,,,
K25987,-5.6046,0.70146,4825,321.37,1.1854613517629405e-96,,
K04115,-5.239,0.70228,4825,302.17,8.411644166389674e-91,,
K02410,-5.817,0.69818,4825,70.73,2.9733326070378685e-20,0.11,3.6995524731955773e+18
K05428,-5.0352,0.70462,4825,,,,
K02195,-5.5434,0.70134,4825,,,,
K06042,-5.5116,0.69976,4825,82.4,9.268180014668686e-24,,
K05405,-5.4404,0.70112,4825,,,,
K09616,-5.9641,0.69794,4825,,,,
K18305,-4.3779,0.71095,4825,112.97,2.824650323306586e-33,,
K02705,-6.186,0.69769,4825,347.07,4.4248529450643e-104,,
K14405,-5.2885,0.69847,4825,,,,
K19633,-6.1189,0.69817,4825,756.07,3.794463017289645e-228,1.9999999999999998e-30,5.270838036599403e+197
K24805,-6.6245,0.69548,4825,,,,
K21713,-5.1705,0.70545,4825,272.83,3.248167250274532e-82,,
K26877,-5.6064,0.70008,4825,,,0.08,
K13402,-7.0177,0.69555,4825,,,4.1000000000000004e-22,
K22566,-5.3107,0.70071,4825,,,,
K26823,-4.9031,0.70575,4825,,,,
K10585,-5.4921,0.6998,4825,,,,
K24937,-5.7346,0.69696,4825,,,6.9e-18,
K16221,-4.6762,0.70196,4825,,,,
K00742,-5.8525,0.6977,4825,,,,
K06320,-5.7648,0.69888,4825,90.77,2.41702490948127e-26,5.2e-05,2.1514052170509066e+21
K14123,-5.8818,0.69974,4825,607.27,2.242962416932999e-183,2e-35,8.916778921043077e+147
K15912,-6.2242,0.69728,4825,734.0,3.351276739358897e-221,8.2e-12,2.4468286679209514e+209
K09919,-5.7498,0.69842,4825,,,,
K11072,-5.9581,0.69798,4825,487.77,1.047755600323279e-146,3.2e-58,3.054147359377185e+88
K03184,-5.9068,0.69914,4825,,,4.7e-12,
K25106,-5.1709,0.70341,4825,,,1.1e-31,
K15910,-5.8233,0.69984,4825,584.7,1.5915622940968427e-176,1.4000000000000001e-28,8.796388336118834e+147
K18616,-6.2372,0.69585,4825,,,,
K17975,-7.2839,0.695,4825,,,2.8,
K06261,-6.6836,0.69644,4825,,,4.4e-15,
K09339,-4.707,0.69902,4825,,,,
K25108,-5.7292,0.70037,4825,,,,
K25906,-5.7198,0.69955,4825,762.43,2.0481661102398325e-230,1.4e-12,6.835383092224221e+217
K03415,-6.3744,0.69692,4825,,,1.4000000000000001e-30,
K13174,-5.9957,0.69647,4825,,,,
K14581,-5.8917,0.70057,4825,401.33,6.092484101857478e-121,0.0099,1.6249529476788763e+118
K17599,-7.035,0.69529,4825,,,,
K02897,-5.2104,0.70145,4825,36.03,1.3188409342144161e-09,3.1000000000000003e-44,2.350548818722065e-35
K26138,-4.7758,0.71033,4825,,,8e-08,
K17656,-5.6682,0.69861,4825,,,,
K20616,-5.5433,0.7018,4825,260.27,4.643318605562653e-78,0.00089,1.9167325691021678e+74
K14618,-5.6007,0.70019,4825,87.23,2.849277648887224e-25,,
K15600,-5.4254,0.70139,4825,,,3.2999999999999998e-43,
K23807,-6.4782,0.69793,4825,,,9.6e-19,
K10403,-6.282,0.69644,4825,,,,
K13114,-5.8608,0.69786,4825,,,,
K06415,-6.1927,0.6967,4825,230.0,1.6518539238477264e-68,,
K19417,-4.4696,0.70922,4825,255.67,3.612539769783728e-77,,
K18011,-5.1452,0.70276,4825,328.43,7.494599302746038e-99,,
K23772,-4.8849,0.70348,4825,,,,
K06829,-5.747,0.6986,4825,,,,
K07811,-6.9558,0.69612,4825,1323.8,0.0,,
K04368,-5.8417,0.69825,4825,,,,
K05350,-6.4795,0.69659,4825,,,,
K19189,-5.8849,0.6993,4825,504.13,6.178531234286345e-152,6e-20,9.711045833521686e+131
K24021,-5.1039,0.70123,4825,,,,
K03543,-5.8031,0.69836,4825,296.53,9.721068828853609e-89,4.5e-38,4.629120603120633e+50
K00204,-4.7908,0.70891,4825,,,0.084,
K18702,-6.0296,0.69882,4825,,,2.7e-91,
K17889,-6.5517,0.69671,4825,,,,
K13377,-6.0064,0.69769,4825,,,,
K00994,-6.0003,0.69876,4825,,,,
K24947,-7.3535,0.69506,4825,,,2.3,
K00840,-6.2146,0.69915,4825,708.53,4.577206257208013e-214,1.7e-89,3.7140559207330973e+124
K03858,-5.0674,0.70229,4825,,,,
K13935,-5.5609,0.701,4825,,,8.2e-62,
K07725,-5.4828,0.70272,4825,,,0.0014,
K09215,-5.0927,0.69913,4825,,,,
K26247,-6.0929,0.69861,4825,,,,
K18400,-6.3878,0.69579,4825,,,,
K18557,-5.3173,0.70402,4825,364.73,3.473720108661003e-110,8.2e-25,2.360581665619805e+85
K05814,-5.866,0.69998,4825,359.97,2.9531511217760343e-108,,
K01035,-5.1505,0.70413,4825,,,,
K19326,-9.6348,0.69343,4825,,,0.88,
K14829,-5.8371,0.69799,4825,,,3.1999999999999997e-25,
K15811,-6.9087,0.69646,4825,,,,
K06750,-6.295,0.69708,4825,,,,
K20098,-6.7171,0.69538,4825,,,7.2e-48,
K21080,-6.5157,0.69622,4825,,,,
K14628,-5.5741,0.70023,4825,271.9,2.004249152903678e-81,,
K15610,-6.0013,0.69811,4825,,,,
K14753,-5.7105,0.69774,4825,,,7.3e-21,
K00665,-8.2866,0.69403,4825,,,5.8e-52,
K09793,-5.4935,0.70395,4825,61.1,2.110697094934629e-17,4.4e-41,2.0846193471149273e-24
K00073,-5.3729,0.70016,4825,542.0,1.740768196088801e-163,1.5e-60,8.616885369173422e+102
K02087,-5.9156,0.69903,4825,,,,
K02324,-7.6029,0.69416,4825,,,5.0,
K04259,-6.1057,0.69738,4825,,,,
K05241,-4.6454,0.70648,4825,,,,
K04525,-6.3173,0.69669,4825,,,2.3e-95,
K09547,-4.6404,0.70654,4825,,,,
K18755,-7.0022,0.69554,4825,,,,
K02794,-5.3448,0.70082,4825,,,,
K01489,-5.0434,0.70159,4825,32.8,1.4214759763079101e-08,1.3e-35,9.145423641816113e-28
K26651,-4.5733,0.71049,4825,,,,
K03103,-6.6838,0.69618,4825,226.57,1.4450396496240663e-67,,
K16242,-6.256,0.698,4825,561.97,2.709322841728056e-169,,
K06661,-6.7414,0.69526,4825,,,9.4,
K21448,-6.3845,0.69771,4825,,,0.4,
K18712,-6.6997,0.69643,4825,,,,
K02363,-6.7661,0.6975,4825,,,1.4e-52,
K13936,-6.0988,0.69913,4825,205.53,2.6730328921438376e-61,6.3e-06,2.3568733548008256e+55
K01743,-5.3792,0.70479,4825,255.2,8.389691973814195e-77,1.4e-20,1.6687144228532624e+56
K00944,-5.7102,0.70095,4825,,,,
K02721,-4.7232,0.70423,4825,,,,
K05739,-5.8639,0.70136,4825,230.77,4.032495142231641e-69,,
K20594,-6.4292,0.69699,4825,,,3.5e-12,
K03987,-5.6033,0.70192,4825,,,,
K08424,-5.9657,0.6988,4825,,,,
K15502,-7.1799,0.69527,4825,,,7.7e-13,
K08483,-6.6038,0.69628,4825,,,4.2999999999999995e-69,
K08093,-5.199,0.70128,4825,,,0.23,
K18464,-7.1081,0.69504,4825,,,,
K18611,-6.3886,0.69765,4825,,,2.9e-06,
K05156,-5.9392,0.69824,4825,,,,
K22963,-6.6946,0.69697,4825,,,,
K20575,-5.828,0.69851,4825,,,1.7e-18,
K19805,-4.5907,0.70878,4825,,,,
K17933,-6.9035,0.69492,4825,,,,
K02208,-6.1881,0.69607,4825,,,,
K03466,-6.4825,0.69646,4825,,,2.7000000000000002e-185,
K16005,-5.4152,0.69917,4825,,,,
K05445,-4.9663,0.7051,4825,,,,
K22962,-4.9112,0.70512,4825,,,,
K10097,-4.6716,0.7091,4825,,,5.4,
K09149,-5.0573,0.7034,4825,110.37,2.645145754816011e-32,,
K15494,-4.9893,0.70186,4825,,,,
K09757,-6.0159,0.69873,4825,,,,
K01844,-6.1684,0.69781,4825,705.3,1.1733249130176936e-212,,
